city_id,property_id,year,month,date,monthly_rent,price_per_sqm
bkk,test_ddproperty_e3b15740,2025,6,30,2754.0,11.24
bkk,test_ddproperty_fb1f9da8,2025,6,30,2808.0,11.23
bkk,test_ddproperty_b2e44b71,2025,6,30,2862.0,11.22
bkk,test_ddproperty_cd587d20,2025,6,30,2916.0,11.22
bkk,test_ddproperty_7219cf38,2025,6,30,2970.0,11.21
bkk,test_ddproperty_5b1d4524,2025,6,30,3024.0,11.2
bkk,test_ddproperty_09aef039,2025,6,30,3078.0,11.19
bkk,test_ddproperty_23dba639,2025,6,30,3132.0,11.19
bkk,test_ddproperty_d1a27a58,2025,6,30,486.0,13.89
bkk,test_ddproperty_842935ff,2025,6,30,540.0,13.5
bkk,test_ddproperty_2edbef35,2025,6,30,594.0,13.2
bkk,test_ddproperty_8f1c8779,2025,6,30,648.0,12.96
bkk,test_ddproperty_c9a54daf,2025,6,30,702.0,12.76
bkk,test_ddproperty_566fc31b,2025,6,30,756.0,12.6
bkk,test_ddproperty_951b5f69,2025,6,30,810.0,12.46
bkk,test_ddproperty_cbc8622c,2025,6,30,864.0,12.34
bkk,test_ddproperty_eb1e84a9,2025,6,30,918.0,12.24
bkk,test_ddproperty_62abd86e,2025,6,30,972.0,12.15
bkk,test_ddproperty_260a71f3,2025,6,30,1026.0,12.07
bkk,test_ddproperty_2f36fbf6,2025,6,30,1080.0,12.0
bkk,test_ddproperty_e8f3ba49,2025,6,30,1134.0,11.94
bkk,test_ddproperty_bed9cc76,2025,6,30,1188.0,11.88
bkk,test_ddproperty_f729b9dd,2025,6,30,1242.0,11.83
bkk,test_ddproperty_4324c6cb,2025,6,30,1296.0,11.78
bkk,test_ddproperty_d055d83f,2025,6,30,1350.0,11.74
bkk,test_ddproperty_b2a187e3,2025,6,30,1404.0,11.7
bkk,test_ddproperty_63afe180,2025,6,30,1458.0,11.66
bkk,test_ddproperty_ba41ec71,2025,6,30,1512.0,11.63
bkk,test_ddproperty_c7f8f369,2025,6,30,1566.0,11.6
bkk,test_ddproperty_0b617da3,2025,6,30,1620.0,11.57
bkk,test_ddproperty_be496656,2025,6,30,1674.0,11.54
bkk,test_ddproperty_045e0767,2025,6,30,1728.0,11.52
bkk,test_ddproperty_f03973b4,2025,6,30,1782.0,11.5
bkk,test_ddproperty_16a81dc7,2025,6,30,1836.0,11.48
bkk,test_ddproperty_c037a0a5,2025,6,30,1890.0,11.45
bkk,test_ddproperty_e6e49b27,2025,6,30,1944.0,11.44
bkk,test_ddproperty_8d6cd16f,2025,6,30,1998.0,11.42
bkk,test_ddproperty_204b63ab,2025,6,30,2052.0,11.4
bkk,test_ddproperty_ad873a92,2025,6,30,2106.0,11.38
bkk,test_ddproperty_382c09ef,2025,6,30,2160.0,11.37
bkk,test_ddproperty_b3e7d77f,2025,6,30,2214.0,11.35
bkk,test_ddproperty_bbb819d6,2025,6,30,2268.0,11.34
bkk,test_ddproperty_37f93639,2025,6,30,2322.0,11.33
bkk,test_ddproperty_b9c39e14,2025,6,30,2376.0,11.31
bkk,test_ddproperty_8100d603,2025,6,30,2430.0,11.3
bkk,test_ddproperty_c6a0c0e4,2025,6,30,2484.0,11.29
bkk,test_ddproperty_7d1ab6e3,2025,6,30,2538.0,11.28
bkk,test_ddproperty_8f945416,2025,6,30,2592.0,11.27
bkk,test_ddproperty_8e782f24,2025,6,30,2646.0,11.26
bkk,test_ddproperty_59b40227,2025,6,30,2700.0,11.25
bkk,test_ddproperty_bc3a1e09,2025,6,30,2754.0,11.24
bkk,test_ddproperty_a5cb19c3,2025,6,30,2808.0,11.23
bkk,test_ddproperty_2c62778f,2025,6,30,2862.0,11.22
bkk,test_ddproperty_9b626df2,2025,6,30,2916.0,11.22
bkk,test_ddproperty_ffc9cc0d,2025,6,30,2970.0,11.21
bkk,test_ddproperty_3819b1d6,2025,6,30,3024.0,11.2
bkk,test_ddproperty_82c9a161,2025,6,30,3078.0,11.19
bkk,test_ddproperty_b7081d99,2025,6,30,3132.0,11.19
bkk,test_ddproperty_b594c210,2025,6,30,486.0,13.89
bkk,test_ddproperty_36e8e6a1,2025,6,30,540.0,13.5
bkk,test_ddproperty_0c38dcc4,2025,6,30,594.0,13.2
bkk,test_ddproperty_5e26211a,2025,6,30,648.0,12.96
bkk,test_ddproperty_ee63453f,2025,6,30,702.0,12.76
bkk,test_ddproperty_fd998c38,2025,6,30,756.0,12.6
bkk,test_ddproperty_8619a062,2025,6,30,810.0,12.46
bkk,test_ddproperty_46a35eb9,2025,6,30,864.0,12.34
bkk,test_ddproperty_ed1af9ec,2025,6,30,918.0,12.24
bkk,test_ddproperty_1b62ab3b,2025,6,30,972.0,12.15
bkk,test_ddproperty_7b5ea36d,2025,6,30,1026.0,12.07
bkk,test_ddproperty_19d863fe,2025,6,30,1080.0,12.0
bkk,test_ddproperty_2018d9bc,2025,6,30,1134.0,11.94
bkk,test_ddproperty_86480100,2025,6,30,1188.0,11.88
bkk,test_ddproperty_c7a56280,2025,6,30,1242.0,11.83
bkk,test_ddproperty_b940f6ec,2025,6,30,1296.0,11.78
bkk,test_ddproperty_423c28c9,2025,6,30,1350.0,11.74
bkk,test_ddproperty_bb1f4462,2025,6,30,1404.0,11.7
bkk,test_ddproperty_9c7932c2,2025,6,30,1458.0,11.66
bkk,test_ddproperty_3ec5aaad,2025,6,30,1512.0,11.63
bkk,test_ddproperty_3de60867,2025,6,30,1566.0,11.6
bkk,test_ddproperty_7ae3e10e,2025,6,30,1620.0,11.57
bkk,test_ddproperty_baaf9b31,2025,6,30,1674.0,11.54
bkk,test_ddproperty_5d6d243e,2025,6,30,1728.0,11.52
bkk,test_ddproperty_61f0b58e,2025,6,30,1782.0,11.5
bkk,test_ddproperty_fefbdb85,2025,6,30,1836.0,11.48
bkk,test_ddproperty_fc1feeb3,2025,6,30,1890.0,11.45
bkk,test_ddproperty_0f6a03e8,2025,6,30,1944.0,11.44
bkk,test_ddproperty_9853eefd,2025,6,30,1998.0,11.42
bkk,test_ddproperty_b498fb8c,2025,6,30,2052.0,11.4
bkk,test_ddproperty_c28cb8b0,2025,6,30,2106.0,11.38
bkk,test_ddproperty_b8854a4a,2025,6,30,2160.0,11.37
bkk,test_ddproperty_9b220e70,2025,6,30,2214.0,11.35
bkk,test_ddproperty_43d73d92,2025,6,30,2268.0,11.34
bkk,test_ddproperty_e3b1f655,2025,6,30,2322.0,11.33
bkk,test_ddproperty_81e1fed0,2025,6,30,2376.0,11.31
bkk,test_ddproperty_dad8568e,2025,6,30,2430.0,11.3
bkk,test_ddproperty_63f40978,2025,6,30,2484.0,11.29
bkk,test_ddproperty_a7257fac,2025,6,30,2538.0,11.28
bkk,test_ddproperty_200411c6,2025,6,30,2592.0,11.27
bkk,test_ddproperty_812344dc,2025,6,30,2646.0,11.26
bkk,test_ddproperty_fa227caa,2025,6,30,2700.0,11.25
bkk,test_ddproperty_16ceebbb,2025,6,30,2754.0,11.24
bkk,test_ddproperty_8611d220,2025,6,30,2808.0,11.23
bkk,test_ddproperty_e5e5479c,2025,6,30,2862.0,11.22
bkk,test_ddproperty_db989d0c,2025,6,30,2916.0,11.22
bkk,test_ddproperty_5f9c1126,2025,6,30,2970.0,11.21
bkk,test_ddproperty_436019ea,2025,6,30,3024.0,11.2
bkk,test_ddproperty_ade88c3c,2025,6,30,3078.0,11.19
bkk,test_ddproperty_4706c197,2025,6,30,3132.0,11.19
bkk,test_ddproperty_71f87de8,2025,6,30,486.0,13.89
bkk,test_ddproperty_204b896a,2025,6,30,540.0,13.5
bkk,test_ddproperty_fd3a4bae,2025,6,30,594.0,13.2
bkk,test_ddproperty_a004b7fa,2025,6,30,648.0,12.96
bkk,test_ddproperty_4bc1acea,2025,6,30,702.0,12.76
bkk,test_ddproperty_0edb90d8,2025,6,30,756.0,12.6
bkk,test_ddproperty_7059bdd1,2025,6,30,810.0,12.46
bkk,test_ddproperty_b4d97787,2025,6,30,864.0,12.34
bkk,test_ddproperty_a3e4f657,2025,6,30,918.0,12.24
bkk,test_ddproperty_26e68886,2025,6,30,972.0,12.15
bkk,test_ddproperty_e09aa897,2025,6,30,1026.0,12.07
bkk,test_ddproperty_a6a900be,2025,6,30,1080.0,12.0
bkk,test_ddproperty_adfff72a,2025,6,30,1134.0,11.94
bkk,test_ddproperty_afcbe545,2025,6,30,1188.0,11.88
bkk,test_ddproperty_1c2d29ed,2025,6,30,1242.0,11.83
bkk,test_ddproperty_5671c5ac,2025,6,30,1296.0,11.78
bkk,test_ddproperty_ff6f07dc,2025,6,30,1350.0,11.74
bkk,test_ddproperty_62230307,2025,6,30,1404.0,11.7
bkk,test_ddproperty_326a68e5,2025,6,30,1458.0,11.66
bkk,test_ddproperty_d5ee8bd1,2025,6,30,1512.0,11.63
bkk,test_ddproperty_d4628a81,2025,6,30,1566.0,11.6
bkk,test_ddproperty_689b71e6,2025,6,30,1620.0,11.57
bkk,test_ddproperty_422e7c1d,2025,6,30,1674.0,11.54
bkk,test_ddproperty_f7cbc85c,2025,6,30,1728.0,11.52
bkk,test_ddproperty_c09dc0d7,2025,6,30,1782.0,11.5
bkk,test_ddproperty_91da8f74,2025,6,30,1836.0,11.48
bkk,test_ddproperty_66d91547,2025,6,30,1890.0,11.45
bkk,test_ddproperty_c136c163,2025,6,30,1944.0,11.44
bkk,test_ddproperty_b9278b1f,2025,6,30,1998.0,11.42
bkk,test_ddproperty_a189cabf,2025,6,30,2052.0,11.4
bkk,test_ddproperty_a11dfe27,2025,6,30,2106.0,11.38
bkk,test_ddproperty_8794f057,2025,6,30,2160.0,11.37
bkk,test_ddproperty_74e3dc5f,2025,6,30,2214.0,11.35
bkk,test_ddproperty_d590f0ef,2025,6,30,2268.0,11.34
bkk,test_ddproperty_2318b78f,2025,6,30,2322.0,11.33
bkk,test_ddproperty_137466b2,2025,6,30,2376.0,11.31
bkk,test_ddproperty_957c37f8,2025,6,30,2430.0,11.3
bkk,test_ddproperty_aa4e6e93,2025,6,30,2484.0,11.29
bkk,test_ddproperty_4251914b,2025,6,30,2538.0,11.28
bkk,test_ddproperty_b16229a0,2025,6,30,2592.0,11.27
bkk,test_ddproperty_e4af60f8,2025,6,30,2646.0,11.26
bkk,test_ddproperty_95b35fbc,2025,6,30,2700.0,11.25
bkk,test_ddproperty_9751f9fc,2025,6,30,2754.0,11.24
bkk,test_ddproperty_65eaeabb,2025,6,30,2808.0,11.23
bkk,test_ddproperty_9f5459ac,2025,6,30,2862.0,11.22
bkk,test_ddproperty_b966466d,2025,6,30,2916.0,11.22
bkk,test_ddproperty_b7548a7a,2025,6,30,2970.0,11.21
bkk,test_ddproperty_ac83af22,2025,6,30,3024.0,11.2
bkk,test_ddproperty_eaddbea7,2025,6,30,3078.0,11.19
bkk,test_ddproperty_17b4680e,2025,6,30,3132.0,11.19
bkk,test_ddproperty_9bc0685c,2025,6,30,486.0,13.89
bkk,test_ddproperty_464fcb5f,2025,6,30,540.0,13.5
bkk,test_ddproperty_b6be7f7d,2025,6,30,594.0,13.2
bkk,test_ddproperty_d1fa2ab0,2025,6,30,648.0,12.96
bkk,test_ddproperty_52d61d9e,2025,6,30,702.0,12.76
bkk,test_ddproperty_1ec2d8e8,2025,6,30,756.0,12.6
bkk,test_ddproperty_ecf08c00,2025,6,30,810.0,12.46
bkk,test_ddproperty_775e8a4e,2025,6,30,864.0,12.34
bkk,test_ddproperty_72b8caab,2025,6,30,918.0,12.24
bkk,test_ddproperty_ce675c88,2025,6,30,972.0,12.15
bkk,test_ddproperty_58d04c36,2025,6,30,1026.0,12.07
bkk,test_ddproperty_0a90471f,2025,6,30,1080.0,12.0
bkk,test_ddproperty_432c456a,2025,6,30,1134.0,11.94
bkk,test_ddproperty_efd5b687,2025,6,30,1188.0,11.88
bkk,test_ddproperty_69359683,2025,6,30,1242.0,11.83
bkk,test_ddproperty_65cecea8,2025,6,30,1296.0,11.78
bkk,test_ddproperty_5cce9ae8,2025,6,30,1350.0,11.74
bkk,test_ddproperty_e6da3297,2025,6,30,1404.0,11.7
bkk,test_ddproperty_3e501c35,2025,6,30,1458.0,11.66
bkk,test_ddproperty_88c6ce80,2025,6,30,1512.0,11.63
bkk,test_ddproperty_95d7bfee,2025,6,30,1566.0,11.6
bkk,test_ddproperty_add8fb7f,2025,6,30,1620.0,11.57
bkk,test_ddproperty_f2551540,2025,6,30,1674.0,11.54
bkk,test_ddproperty_7e4f3079,2025,6,30,1728.0,11.52
bkk,test_ddproperty_d2092bb2,2025,6,30,1782.0,11.5
bkk,test_ddproperty_712831e0,2025,6,30,1836.0,11.48
bkk,test_ddproperty_be177602,2025,6,30,1890.0,11.45
bkk,test_ddproperty_fa1d5ab2,2025,6,30,1944.0,11.44
bkk,test_ddproperty_12238e33,2025,6,30,1998.0,11.42
bkk,test_ddproperty_fbf8ec44,2025,6,30,2052.0,11.4
bkk,test_ddproperty_79d57494,2025,6,30,2106.0,11.38
bkk,test_ddproperty_3fd6ffbe,2025,6,30,2160.0,11.37
bkk,test_ddproperty_fa21677f,2025,6,30,2214.0,11.35
bkk,test_ddproperty_080feb2b,2025,6,30,2268.0,11.34
bkk,test_ddproperty_2dd17b75,2025,6,30,2322.0,11.33
bkk,test_ddproperty_c2c1f7c8,2025,6,30,2376.0,11.31
bkk,test_ddproperty_a71adc5b,2025,6,30,2430.0,11.3
bkk,test_ddproperty_0829ad75,2025,6,30,2484.0,11.29
bkk,test_ddproperty_9462b507,2025,6,30,2538.0,11.28
bkk,test_ddproperty_c33471c4,2025,6,30,2592.0,11.27
bkk,test_ddproperty_260acbb8,2025,6,30,2646.0,11.26
bkk,test_ddproperty_2d5d585b,2025,6,30,2700.0,11.25
bkk,test_ddproperty_776bc868,2025,6,30,2754.0,11.24
bkk,test_ddproperty_f84a0e9b,2025,6,30,2808.0,11.23
bkk,test_ddproperty_be0c3d91,2025,6,30,2862.0,11.22
bkk,test_ddproperty_14370d6b,2025,6,30,2916.0,11.22
bkk,test_ddproperty_e26f5728,2025,6,30,2970.0,11.21
bkk,test_ddproperty_64edd65d,2025,6,30,3024.0,11.2
bkk,test_ddproperty_2eb1ecc0,2025,6,30,3078.0,11.19
bkk,test_ddproperty_2c11bf99,2025,6,30,3132.0,11.19
bkk,test_ddproperty_97ee04c7,2025,6,30,486.0,13.89
bkk,test_ddproperty_441a7507,2025,6,30,540.0,13.5
bkk,test_ddproperty_cf6dc051,2025,6,30,594.0,13.2
bkk,test_ddproperty_05d3cdb6,2025,6,30,648.0,12.96
bkk,test_ddproperty_f27159d6,2025,6,30,702.0,12.76
bkk,test_ddproperty_485c99b6,2025,6,30,756.0,12.6
bkk,test_ddproperty_136f1903,2025,6,30,810.0,12.46
bkk,test_ddproperty_b57e0dae,2025,6,30,864.0,12.34
bkk,test_ddproperty_3c722af0,2025,6,30,918.0,12.24
bkk,test_ddproperty_e1c676e2,2025,6,30,972.0,12.15
bkk,test_ddproperty_39228d09,2025,6,30,1026.0,12.07
bkk,test_ddproperty_c4dca1bb,2025,6,30,1080.0,12.0
bkk,test_ddproperty_4fff4ae9,2025,6,30,1134.0,11.94
bkk,test_ddproperty_862211a2,2025,6,30,1188.0,11.88
bkk,test_ddproperty_9638792c,2025,6,30,1242.0,11.83
bkk,test_ddproperty_42af1beb,2025,6,30,1296.0,11.78
bkk,test_ddproperty_e2116b54,2025,6,30,1350.0,11.74
bkk,test_ddproperty_6dff73da,2025,6,30,1404.0,11.7
bkk,test_ddproperty_d9ee8818,2025,6,30,1458.0,11.66
bkk,test_ddproperty_a64eccb6,2025,6,30,1512.0,11.63
bkk,test_ddproperty_d6e3b822,2025,6,30,1566.0,11.6
bkk,test_ddproperty_cdb7476d,2025,6,30,1620.0,11.57
bkk,test_ddproperty_21fc46f5,2025,6,30,1674.0,11.54
bkk,test_ddproperty_ede92809,2025,6,30,1728.0,11.52
bkk,test_ddproperty_2480347f,2025,6,30,1782.0,11.5
bkk,test_ddproperty_2a26ca3d,2025,6,30,1836.0,11.48
bkk,test_ddproperty_59ff285c,2025,6,30,1890.0,11.45
bkk,test_ddproperty_4686b6f9,2025,6,30,1944.0,11.44
bkk,test_ddproperty_51672ac8,2025,6,30,1998.0,11.42
bkk,test_ddproperty_8f1cba8b,2025,6,30,2052.0,11.4
bkk,test_ddproperty_c82de2a3,2025,6,30,2106.0,11.38
bkk,test_ddproperty_1916c0bf,2025,6,30,2160.0,11.37
bkk,test_ddproperty_ad64c153,2025,6,30,2214.0,11.35
bkk,test_ddproperty_d157d859,2025,6,30,2268.0,11.34
bkk,test_ddproperty_3ea57250,2025,6,30,2322.0,11.33
bkk,test_ddproperty_79868738,2025,6,30,2376.0,11.31
bkk,test_ddproperty_3b360041,2025,6,30,2430.0,11.3
bkk,test_ddproperty_5e574c3f,2025,6,30,2484.0,11.29
bkk,test_ddproperty_099a1f66,2025,6,30,2538.0,11.28
bkk,test_ddproperty_bfa4fc6e,2025,6,30,2592.0,11.27
bkk,test_ddproperty_aa7ad4de,2025,6,30,2646.0,11.26
bkk,test_ddproperty_7d012803,2025,6,30,2700.0,11.25
bkk,test_ddproperty_48d76459,2025,6,30,2754.0,11.24
bkk,test_ddproperty_7b7dd203,2025,6,30,2808.0,11.23
bkk,test_ddproperty_b2f90d72,2025,6,30,2862.0,11.22
bkk,test_ddproperty_a0839f95,2025,6,30,2916.0,11.22
bkk,test_ddproperty_d77a34b6,2025,6,30,2970.0,11.21
bkk,test_ddproperty_4e48f9ba,2025,6,30,3024.0,11.2
bkk,test_ddproperty_bea6dce2,2025,6,30,3078.0,11.19
bkk,test_ddproperty_be82b7ff,2025,6,30,3132.0,11.19
bkk,test_ddproperty_b18d4b8f,2025,6,30,486.0,13.89
bkk,test_ddproperty_177662e2,2025,6,30,540.0,13.5
bkk,test_ddproperty_fb9d3995,2025,6,30,594.0,13.2
bkk,test_ddproperty_40429714,2025,6,30,648.0,12.96
bkk,test_ddproperty_9626ffcd,2025,6,30,702.0,12.76
bkk,test_ddproperty_92285733,2025,6,30,756.0,12.6
bkk,test_ddproperty_41b980e7,2025,6,30,810.0,12.46
bkk,test_ddproperty_7991e272,2025,6,30,864.0,12.34
bkk,test_ddproperty_52eed921,2025,6,30,918.0,12.24
bkk,test_ddproperty_2999f8fc,2025,6,30,972.0,12.15
bkk,test_ddproperty_1584a0a7,2025,6,30,1026.0,12.07
bkk,test_ddproperty_25e863ba,2025,6,30,1080.0,12.0
bkk,test_ddproperty_088a76df,2025,6,30,1134.0,11.94
bkk,test_ddproperty_87643eec,2025,6,30,1188.0,11.88
bkk,test_ddproperty_1bd038ea,2025,6,30,1242.0,11.83
bkk,test_ddproperty_d8635696,2025,6,30,1296.0,11.78
bkk,test_ddproperty_6e23245e,2025,6,30,1350.0,11.74
bkk,test_ddproperty_1e274c6c,2025,6,30,1404.0,11.7
bkk,test_ddproperty_012d7b12,2025,6,30,1458.0,11.66
bkk,test_ddproperty_ccc43da2,2025,6,30,1512.0,11.63
bkk,test_ddproperty_816bae59,2025,6,30,1566.0,11.6
bkk,test_ddproperty_9cfaabfa,2025,6,30,1620.0,11.57
bkk,test_ddproperty_b18667f9,2025,6,30,1674.0,11.54
bkk,test_ddproperty_eae92302,2025,6,30,1728.0,11.52
bkk,test_ddproperty_8fbe77be,2025,6,30,1782.0,11.5
bkk,test_ddproperty_b13c67d9,2025,6,30,1836.0,11.48
bkk,test_ddproperty_b303cb66,2025,6,30,1890.0,11.45
bkk,test_ddproperty_cc2a8d98,2025,6,30,1944.0,11.44
bkk,test_ddproperty_32bf52c6,2025,6,30,1998.0,11.42
bkk,test_ddproperty_3eac29c8,2025,6,30,2052.0,11.4
bkk,test_ddproperty_5e934758,2025,6,30,2106.0,11.38
bkk,test_ddproperty_dfd69900,2025,6,30,2160.0,11.37
bkk,test_ddproperty_791edc0c,2025,6,30,2214.0,11.35
bkk,test_ddproperty_7d1950a9,2025,6,30,2268.0,11.34
bkk,test_ddproperty_b827b87f,2025,6,30,2322.0,11.33
bkk,test_ddproperty_5a692c54,2025,6,30,2376.0,11.31
bkk,test_ddproperty_90bd2e99,2025,6,30,2430.0,11.3
bkk,test_ddproperty_e43aaa8a,2025,6,30,2484.0,11.29
bkk,test_ddproperty_c8bfb629,2025,6,30,2538.0,11.28
bkk,test_ddproperty_e62e647f,2025,6,30,2592.0,11.27
bkk,test_ddproperty_97a737c5,2025,6,30,2646.0,11.26
bkk,test_ddproperty_870eef6f,2025,6,30,2700.0,11.25
bkk,test_ddproperty_9962325d,2025,6,30,2754.0,11.24
bkk,test_ddproperty_a87c252e,2025,6,30,2808.0,11.23
bkk,test_ddproperty_7fae3050,2025,6,30,2862.0,11.22
bkk,test_ddproperty_d9b15f7d,2025,6,30,2916.0,11.22
bkk,test_ddproperty_8fca57b6,2025,6,30,2970.0,11.21
bkk,test_ddproperty_00cb54c3,2025,6,30,3024.0,11.2
bkk,test_ddproperty_3a32914a,2025,6,30,3078.0,11.19
bkk,test_ddproperty_409fe5bb,2025,6,30,3132.0,11.19
bkk,test_ddproperty_0781c745,2025,6,30,486.0,13.89
bkk,test_ddproperty_0d6f397b,2025,6,30,540.0,13.5
bkk,test_ddproperty_f8d869df,2025,6,30,594.0,13.2
bkk,test_ddproperty_17dd0c39,2025,6,30,648.0,12.96
bkk,test_ddproperty_1f5cc389,2025,6,30,702.0,12.76
bkk,test_ddproperty_0a603161,2025,6,30,756.0,12.6
bkk,test_ddproperty_14ca72b1,2025,6,30,810.0,12.46
bkk,test_ddproperty_bbbf4fe9,2025,6,30,864.0,12.34
bkk,test_ddproperty_99376f25,2025,6,30,918.0,12.24
bkk,test_ddproperty_5fc36db5,2025,6,30,972.0,12.15
bkk,test_ddproperty_2f3b2fac,2025,6,30,1026.0,12.07
bkk,test_ddproperty_2dec0108,2025,6,30,1080.0,12.0
bkk,test_ddproperty_83eca925,2025,6,30,1134.0,11.94
bkk,test_ddproperty_f5102dd6,2025,6,30,1188.0,11.88
bkk,test_ddproperty_8e782712,2025,6,30,1242.0,11.83
bkk,test_ddproperty_1d3d2657,2025,6,30,1296.0,11.78
bkk,test_ddproperty_4977cf49,2025,6,30,1350.0,11.74
bkk,test_ddproperty_3c7d6b35,2025,6,30,1404.0,11.7
bkk,test_ddproperty_1709d20b,2025,6,30,1458.0,11.66
bkk,test_ddproperty_b939d6f4,2025,6,30,1512.0,11.63
bkk,test_ddproperty_7fb03357,2025,6,30,1566.0,11.6
bkk,test_ddproperty_0f42109e,2025,6,30,1620.0,11.57
bkk,test_ddproperty_6fe753c6,2025,6,30,1674.0,11.54
bkk,test_ddproperty_670f8541,2025,6,30,1728.0,11.52
bkk,test_ddproperty_6a8d40ed,2025,6,30,1782.0,11.5
bkk,test_ddproperty_0f31d916,2025,6,30,1836.0,11.48
bkk,test_ddproperty_30eef4c3,2025,6,30,1890.0,11.45
bkk,test_ddproperty_95c6a133,2025,6,30,1944.0,11.44
bkk,test_ddproperty_fb12708a,2025,6,30,1998.0,11.42
bkk,test_ddproperty_2b962932,2025,6,30,2052.0,11.4
bkk,test_ddproperty_ad4c2837,2025,6,30,2106.0,11.38
bkk,test_ddproperty_86435b0b,2025,6,30,2160.0,11.37
bkk,test_ddproperty_009861d8,2025,6,30,2214.0,11.35
bkk,test_ddproperty_6d91345b,2025,6,30,2268.0,11.34
bkk,test_ddproperty_d6cf6931,2025,6,30,2322.0,11.33
bkk,test_ddproperty_b55d0a7c,2025,6,30,2376.0,11.31
bkk,test_ddproperty_e0751a77,2025,6,30,2430.0,11.3
bkk,test_ddproperty_bb01feef,2025,6,30,2484.0,11.29
bkk,test_ddproperty_60a1002d,2025,6,30,2538.0,11.28
bkk,test_ddproperty_6381853f,2025,6,30,2592.0,11.27
bkk,test_ddproperty_ab2f58a6,2025,6,30,2646.0,11.26
bkk,test_ddproperty_39c99000,2025,6,30,2700.0,11.25
bkk,test_ddproperty_879c26d3,2025,6,30,2754.0,11.24
bkk,test_ddproperty_83e4455c,2025,6,30,2808.0,11.23
bkk,test_ddproperty_fbbb0dd4,2025,6,30,2862.0,11.22
bkk,test_ddproperty_5c1566ba,2025,6,30,2916.0,11.22
bkk,test_ddproperty_783d5ecf,2025,6,30,2970.0,11.21
bkk,test_ddproperty_491d0d69,2025,6,30,3024.0,11.2
bkk,test_ddproperty_e0276e85,2025,6,30,3078.0,11.19
bkk,test_ddproperty_2d062d01,2025,6,30,3132.0,11.19
bkk,test_ddproperty_b60506ff,2025,6,30,486.0,13.89
bkk,test_ddproperty_60a1231a,2025,6,30,540.0,13.5
bkk,test_ddproperty_b5a4f96b,2025,6,30,594.0,13.2
bkk,test_ddproperty_75cf986c,2025,6,30,648.0,12.96
bkk,test_ddproperty_ce563df8,2025,6,30,702.0,12.76
bkk,test_ddproperty_e7baff53,2025,6,30,756.0,12.6
bkk,test_ddproperty_e38b885f,2025,6,30,810.0,12.46
